species,genus,family,order,year,month,day,decimalLatitude,decimalLongitude,locality,basisOfRecord,datasetName,institutionCode
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,15,22.460008,114.032121,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2026,2,13,22.794847,113.9515,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,7,22.504818,114.110412,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,15,22.459256,114.032473,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea leucorodia,Platalea,Threskiornithidae,Pelecaniformes,2026,2,16,22.468735,114.010596,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2026,2,11,22.522932,113.999754,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.508067,114.113562,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,12,22.472495,114.007006,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,14,22.508359,114.113493,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pandion haliaetus,Pandion,Pandionidae,Accipitriformes,2026,2,14,22.503293,114.105855,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pandion haliaetus,Pandion,Pandionidae,Accipitriformes,2026,2,10,22.521434,114.002055,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,2,16,22.468725,114.010799,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.505683,114.110978,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,2,16,22.472737,114.007276,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2026,2,11,22.50908,114.113983,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2026,2,7,22.507559,114.113834,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,2,12,22.471958,114.004385,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,7,22.509745,114.114845,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa totanus,Tringa,Scolopacidae,Charadriiformes,2026,2,8,22.461917,114.031992,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,2,14,22.47119,114.009051,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Myophonus caeruleus,Myophonus,Muscicapidae,Passeriformes,2026,2,15,22.503889,114.241284,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,8,22.463808,114.030303,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.508378,114.112708,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Alcedo atthis,Alcedo,Alcedinidae,Coraciiformes,2026,2,14,22.469905,114.005579,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,2,14,22.601738,113.993255,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,2,16,22.465407,114.00019,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phoenicurus auroreus,Phoenicurus,Muscicapidae,Passeriformes,2026,2,16,22.471635,114.007294,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,2,5,22.506687,114.110209,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,13,22.590755,114.050015,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,7,22.505185,114.110663,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2026,2,14,22.67794,113.84977,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,2,14,22.463511,114.0074,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,14,22.536042,114.152284,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,2,11,22.509888,114.113455,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,2,16,22.459406,114.007956,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,2,14,22.47121,114.009023,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax chinensis,Garrulax,Leiothrichidae,Passeriformes,2026,2,11,22.675938,113.849295,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Amaurornis phoenicurus,Amaurornis,Rallidae,Gruiformes,2026,2,8,22.4693,114.030381,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Numenius arquata,Numenius,Scolopacidae,Charadriiformes,2026,2,10,22.521475,114.002052,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,2,16,22.471631,114.005535,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Carpodacus erythrinus,Carpodacus,Fringillidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Sitta frontalis,Sitta,Sittidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Hypothymis azurea,Hypothymis,Monarchidae,Passeriformes,2026,2,14,22.674653,113.851806,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Eudynamys scolopaceus,Eudynamys,Cuculidae,Cuculiformes,2026,2,11,22.459542,114.005442,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Erpornis zantholeuca,Erpornis,Vireonidae,Passeriformes,2026,2,10,22.664229,113.979423,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,2,14,22.469192,114.010287,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Carpodacus erythrinus,Carpodacus,Fringillidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,2,8,22.455102,114.047165,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2026,2,13,22.508626,114.119225,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2026,2,14,22.681826,113.955329,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Mareca penelope,Mareca,Anatidae,Anseriformes,2026,2,13,22.523742,113.992133,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,2,14,22.509005,114.113932,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,2,14,22.4696,114.005713,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2026,2,16,22.470947,114.009181,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,2,16,22.469,114.010343,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2026,2,7,22.496004,114.071567,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,2,11,22.471755,114.008664,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,2,14,22.506208,114.111529,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,2,8,22.467317,114.029355,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.467384,114.00627,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,2,11,22.469513,114.009996,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,2,7,22.538363,114.060444,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Podiceps cristatus,Podiceps,Podicipedidae,Podicipediformes,2026,2,10,22.520427,113.997044,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,8,22.478528,114.046595,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Buteo japonicus,Buteo,Accipitridae,Accipitriformes,2026,2,14,22.458853,114.00747,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,2,16,22.471375,114.007413,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,2,16,22.472663,114.007125,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,2,16,22.47212,114.00908,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Luscinia svecica,Luscinia,Muscicapidae,Passeriformes,2026,2,10,22.507431,114.112946,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,2,14,22.468911,114.010383,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,2,11,22.469297,114.008234,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Urocissa erythroryncha,Urocissa,Corvidae,Passeriformes,2026,2,14,22.470329,114.005625,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa erythropus,Tringa,Scolopacidae,Charadriiformes,2026,2,12,22.464857,114.006491,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,13,22.54691,114.109598,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,2,8,22.463808,114.030303,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,16,22.468852,114.010557,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,13,22.507244,114.067557,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,7,22.504987,114.110547,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,2,12,22.465093,114.014272,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus fuscatus,Phylloscopus,Phylloscopidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus fuscatus,Phylloscopus,Phylloscopidae,Passeriformes,2026,2,8,22.46708,114.029172,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Prinia inornata,Prinia,Cisticolidae,Passeriformes,2026,2,8,22.468128,114.029386,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,16,22.469624,114.009778,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,2,16,22.481648,114.180125,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2026,2,8,22.46415,114.030372,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea cinerea,Ardea,Ardeidae,Pelecaniformes,2026,2,16,22.472781,114.007552,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,2,13,22.505904,114.070452,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pernis ptilorhynchus,Pernis,Accipitridae,Accipitriformes,2026,2,10,22.664229,113.979423,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Dicaeum cruentatum,Dicaeum,Dicaeidae,Passeriformes,2026,2,15,22.503459,114.240441,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla alba,Motacilla,Motacillidae,Passeriformes,2026,2,8,22.467317,114.029356,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2026,2,11,22.509036,114.114009,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,2,16,22.469345,114.006379,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,2,12,22.471958,114.004385,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,2,16,22.472719,114.00734,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.508047,114.113433,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Passer montanus,Passer,Passeridae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus sinensis,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ceryle rudis,Ceryle,Alcedinidae,Coraciiformes,2026,2,13,22.505809,114.069945,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,11,22.505638,114.111002,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,2,8,22.456788,114.046447,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2026,2,7,22.507559,114.113834,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,2,11,22.508378,114.112708,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinago gallinago,Gallinago,Scolopacidae,Charadriiformes,2026,2,14,22.507529,114.112954,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spilornis cheela,Spilornis,Accipitridae,Accipitriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,2,12,22.464857,114.006491,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2026,2,15,22.518747,113.943534,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Lonchura punctulata,Lonchura,Estrildidae,Passeriformes,2026,2,16,22.470957,114.009239,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,2,11,22.470542,114.008132,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.469513,114.009996,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Columba livia,Columba,Columbidae,Columbiformes,2026,2,11,22.50907,114.113993,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,2,14,22.468998,114.010436,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Milvus migrans,Milvus,Accipitridae,Accipitriformes,2026,2,16,22.470925,114.008782,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gallinula chloropus,Gallinula,Rallidae,Gruiformes,2026,2,14,22.505631,114.111245,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,8,22.454855,114.047428,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Halcyon smyrnensis,Halcyon,Alcedinidae,Coraciiformes,2026,2,10,22.520534,113.997818,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ceryle rudis,Ceryle,Alcedinidae,Coraciiformes,2026,2,10,22.507799,114.112577,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea minor,Platalea,Threskiornithidae,Pelecaniformes,2026,2,11,22.48525,114.052035,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,2,10,22.596338,114.306136,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,15,22.459948,114.032167,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,7,22.507559,114.113834,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,11,22.509878,114.113481,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,2,8,22.463233,114.030736,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Motacilla tschutschensis,Motacilla,Motacillidae,Passeriformes,2026,2,7,22.507559,114.113834,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tarsiger cyanurus,Tarsiger,Muscicapidae,Passeriformes,2026,2,11,22.674568,113.848603,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,15,22.459019,114.032536,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Zosterops simplex,Zosterops,Zosteropidae,Passeriformes,2026,2,16,22.464641,114.001884,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Corvus torquatus,Corvus,Corvidae,Passeriformes,2026,2,7,22.506522,114.109183,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tachybaptus ruficollis,Tachybaptus,Podicipedidae,Podicipediformes,2026,2,7,22.57017,114.114839,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Gracupica nigricollis,Gracupica,Sturnidae,Passeriformes,2026,2,8,22.464385,114.02972,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,2,10,22.507007,114.111983,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,2,12,22.467384,114.006266,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Buteo japonicus,Buteo,Accipitridae,Accipitriformes,2026,2,15,22.518327,113.943696,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas crecca,Anas,Anatidae,Anseriformes,2026,2,8,22.464385,114.02972,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pericrocotus speciosus,Pericrocotus,Campephagidae,Passeriformes,2026,2,16,22.498713,114.078361,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Pycnonotus jocosus,Pycnonotus,Pycnonotidae,Passeriformes,2026,2,12,22.468705,114.005517,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Actitis hypoleucos,Actitis,Scolopacidae,Charadriiformes,2026,2,8,22.455403,114.047042,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anas acuta,Anas,Anatidae,Anseriformes,2026,2,10,22.520611,113.997358,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Recurvirostra avosetta,Recurvirostra,Recurvirostridae,Charadriiformes,2026,2,15,22.460521,114.031757,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,16,22.472672,114.007187,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,2,16,22.472068,114.006718,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phalacrocorax carbo,Phalacrocorax,Phalacrocoracidae,Suliformes,2026,2,16,22.471064,114.011235,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,14,22.503327,114.123567,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Platalea leucorodia,Platalea,Threskiornithidae,Pelecaniformes,2026,2,7,22.493234,114.041708,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Tringa nebularia,Tringa,Scolopacidae,Charadriiformes,2026,2,14,22.469116,114.01017,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,11,22.505658,114.1111,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta intermedia,Egretta,Ardeidae,Pelecaniformes,2026,2,14,22.46896,114.010475,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Picumnus innominatus,Picumnus,Picidae,Piciformes,2026,2,14,22.677607,113.850589,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,10,22.521042,113.99539,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Egretta garzetta,Egretta,Ardeidae,Pelecaniformes,2026,2,7,22.507942,114.112703,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.505603,114.111121,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardeola bacchus,Ardeola,Ardeidae,Pelecaniformes,2026,2,8,22.464385,114.02972,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Himantopus himantopus,Himantopus,Recurvirostridae,Charadriiformes,2026,2,11,22.505683,114.110935,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Ardea alba,Ardea,Ardeidae,Pelecaniformes,2026,2,7,22.506433,114.111375,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Anthus hodgsoni,Anthus,Motacillidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Garrulax perspicillatus,Garrulax,Leiothrichidae,Passeriformes,2026,2,11,22.47247,114.221275,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Phylloscopus inornatus,Phylloscopus,Phylloscopidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Aythya fuligula,Aythya,Anatidae,Anseriformes,2026,2,16,22.469602,114.005853,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Saxicola stejnegeri,Saxicola,Muscicapidae,Passeriformes,2026,2,14,22.505532,114.111362,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Picumnus innominatus,Picumnus,Picidae,Piciformes,2026,2,9,22.57524,114.229822,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Botaurus stellaris,Botaurus,Ardeidae,Pelecaniformes,2026,2,13,22.507909,114.067954,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Orthotomus sutorius,Orthotomus,Cisticolidae,Passeriformes,2026,2,15,22.505827,114.244144,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Spatula clypeata,Spatula,Anatidae,Anseriformes,2026,2,10,22.520728,113.997001,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
Copsychus saularis,Copsychus,Muscicapidae,Passeriformes,2026,2,8,22.460355,114.045092,,HUMAN_OBSERVATION,iNaturalist research-grade observations,iNaturalist
