species,year,month,day,decimalLatitude,decimalLongitude,locality,quality_grade,source,photo_url
Motacilla alba,2025,7,19,22.7804972911,113.9600746667,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/39786089/medium.jpg
Passer montanus,2025,7,19,22.7822556387,113.9596257373,"Xinhu Residential District Loucun 1st Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165351252/medium.jpg
Tringa glareola,2025,7,19,22.7820622967,113.9615472889,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/323621890/medium.jpg
Acridotheres cristatellus,2025,7,25,22.5294266047,113.9803880071,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Acridotheres cristatellus,2025,7,25,22.5311060978,113.9786415917,"Baishi Road The University of Hong Kong-Shenzhen Hospital Opposite Wetland Park of Overseas Chinese Town Inner, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Urocissa erythroryncha,2025,7,28,22.7187686192,114.2383170023,"Jixiang Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/64874232/medium.jpg
Orthotomus sutorius,2025,7,25,22.5306787957,113.9790214181,"Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Orthotomus sutorius,2025,7,25,22.5308614082,113.9795693947,"Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Ardea cinerea,2025,7,25,22.527629891,113.9830958273,"Baishi Road The University of Hong Kong-Shenzhen Hospital Opposite Wetland Park of Overseas Chinese Town Inner, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Ardea cinerea,2025,7,25,22.5276219865,113.9829341853,"Baishi Road The University of Hong Kong-Shenzhen Hospital Opposite Wetland Park of Overseas Chinese Town Inner, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Pterorhinus perspicillatus,2025,7,25,22.5283763958,113.9854217231,"Baishi Road The University of Hong Kong-Shenzhen Hospital Opposite Wetland Park of Overseas Chinese Town Inner, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Pycnonotus sinensis,2025,7,25,22.5307951633,113.9792149255,"Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Zosterops simplex,2025,7,25,22.5311362945,113.9789443239,"Baishi Road The University of Hong Kong-Shenzhen Hospital Opposite Wetland Park of Overseas Chinese Town Inner, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20010236/medium.jpg
Ardea cinerea,2025,7,25,22.5274703361,113.9834022089,"Baishi Road The University of Hong Kong-Shenzhen Hospital Opposite Wetland Park of Overseas Chinese Town Inner, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Spilopelia chinensis,2025,7,25,22.5278195981,113.992320096,"Baishi Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Spilopelia chinensis,2025,7,25,22.5278922174,113.9920209624,"Baishi Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Pycnonotus jocosus,2025,7,25,22.5310674251,113.9785614629,"Baishi Road The University of Hong Kong-Shenzhen Hospital Opposite Wetland Park of Overseas Chinese Town Inner, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Pica serica,2025,7,5,22.6396316667,113.86341,"Kangxue Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/94413038/medium.jpg
Egretta garzetta,2025,7,31,22.5221833333,113.9793033333,"滨海大道辅路, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Pomatorhinus ruficollis,0,7,0,22.6434971342,114.3899691614,"Pingshan, Shenzhen, Guangdong Province, China",research,iNaturalist,https://static.inaturalist.org/photos/40675428/medium.jpg
Actinodura cyanouroptera,0,7,0,22.6435633833,114.389878,"Pingshan, Shenzhen, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/379282249/medium.jpeg
Nycticorax nycticorax,0,7,0,22.7405592167,114.5317077,"Huiyang District, Huizhou, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/49357930/medium.jpg
Dicrurus macrocercus,0,7,0,22.6851189833,114.5203782333,"Huiyang District, Huizhou, Guangdong Province, China",research,iNaturalist,https://static.inaturalist.org/photos/251320608/medium.jpg
Pica serica,0,7,0,22.68388795,114.5122382333,"Huiyang District, Huizhou, Guangdong Province, China",research,iNaturalist,https://static.inaturalist.org/photos/94413038/medium.jpg
Hirundo rustica,0,7,0,22.6834203,114.510087,"Huiyang District, Huizhou, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/122469139/medium.jpg
Halcyon smyrnensis,0,7,0,22.65755825,114.4982733167,"Longgang, Shenzhen, Guangdong Province, China",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Myophonus caeruleus,0,7,0,22.6373161333,114.4029973,"Longgang, Shenzhen, Guangdong Province, China",research,iNaturalist,https://static.inaturalist.org/photos/62107533/medium.jpg
Orthotomus sutorius,0,7,0,22.51524151,114.0318937144,福田红树林生态公园 中国广东省深圳市福田区,research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Ardeola bacchus,0,7,0,22.51524151,114.0318937144,福田红树林生态公园 中国广东省深圳市福田区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Halcyon smyrnensis,0,7,0,22.51524151,114.0318937144,福田红树林生态公园 中国广东省深圳市福田区,research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Alcedo atthis,0,7,0,22.4571098919,114.2323987606,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Ardea coromanda,0,7,0,22.5085958845,114.118009299,"Sheung Shui, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/77613552/medium.jpg
Halcyon smyrnensis,0,7,0,22.5154790501,114.1242950039,"Sheung Shui, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Actitis hypoleucos,0,7,0,22.5153552848,114.1147433946,"Kwu Tung, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/405355875/medium.jpg
Egretta garzetta,2025,7,30,22.5417216667,114.1072695,"Shennan East Road No.5006 The People's Bank of China Shenzhen Branch, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Parus cinereus,2025,7,30,22.57077,114.1361611667,"Dongxiao Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/206751160/medium.jpg
Pycnonotus sinensis,2025,7,30,22.5707633333,114.1361611667,"Dongxiao Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Copsychus saularis,2025,7,30,22.5701966667,114.1363445,"Dongxiao Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Orthotomus sutorius,2025,7,30,22.5220978373,114.001954591,"深圳湾公园, 深圳市, 广东省, CN",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Tachyspiza virgata,2025,7,30,22.6370447976,114.2031452799,"横岗, 深圳市, 广东省, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/66481205/medium.jpg
Francolinus pintadeanus,2025,7,30,22.7639833333,113.9616616667,"Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/208217000/medium.jpeg
Copsychus saularis,2025,7,29,22.5960216667,113.9841083333,"Xili Golf Inner Villa Kylin Mountain Villa Beside, Shenzhen, Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Amaurornis phoenicurus,2025,7,29,22.593845,113.973555,"4065, Xilihu Road No. Shenzhen Wild Animals Park Inside (Southeast Corner), Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/348262284/medium.jpg
Passer montanus,2025,7,29,22.5453883333,113.9505533333,"Kefa Road, Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/165351252/medium.jpg
Copsychus saularis,0,7,0,22.5886249714,114.0074733618,,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Acridotheres cristatellus,0,7,0,22.5260253474,114.2603413479,香港船灣,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Pterorhinus perspicillatus,2025,7,28,22.4671869537,114.1793277115,香港大埔,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Egretta garzetta,0,7,0,22.489695,114.1839,"Pat Sin Leng Country Park, Pat Sin Leng, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Melopsittacus undulatus,2025,7,27,22.5107285096,114.1158459128,"Sheung Shui, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/250803004/medium.jpg
Ardea cinerea,2025,7,27,22.4718689981,114.0075432882,香港天水圍河畔觀鳥屋,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Tringa nebularia,2025,7,27,22.4695416,114.0095259,香港香港濕地公園,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Thinornis dubius,2025,7,27,22.4671748,114.0057253,香港天水圍,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Tringa nebularia,2025,7,27,22.4643845,114.0064958,香港天水圍,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Milvus migrans,0,7,0,22.5738876635,114.4991317766,大鹏 中国广东省深圳市龙岗区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Pterorhinus perspicillatus,2025,7,22,22.5101189722,113.942982,中國深圳市南山區 邮政编码: 518064,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Pycnonotus sinensis,0,7,0,22.52826656,114.2238983687,"Shuen Wan, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Ceryle rudis,0,7,0,22.4705275178,114.0358384025,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/442581673/medium.jpeg
Tachybaptus ruficollis,0,7,0,22.4703848844,114.0366306115,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/194462197/medium.jpg
Tringa nebularia,2025,7,24,22.5658580198,113.8402409644,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Ardeola bacchus,2025,7,17,22.5310964702,113.8563326973,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Milvus migrans,2025,7,17,22.5626101519,113.8705511367,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Thinornis dubius,2025,7,17,22.5746381593,113.958037512,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/28895106/medium.jpg
Ardea cinerea,2025,7,24,22.5504061037,113.8439091921,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/73516715/medium.jpg
Himantopus himantopus,2025,7,24,22.5220872157,113.9997451048,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Copsychus saularis,2025,7,24,22.5246541551,113.9003409224,"Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Nycticorax nycticorax,2025,7,24,22.5307249224,113.9119034105,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/49357930/medium.jpg
Himantopus himantopus,2025,8,0,22.5074234641,113.9475380535,"Keyuan South Road No.3329 Shenzhen Talent Park Inner (South Side), Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20455456/medium.jpg
Gallinula chloropus,2025,8,23,22.50573,114.11045,"Kwu Tung, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Halcyon smyrnensis,2023,8,6,22.4687647814,114.017521982,"Yuen Long, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Tringa totanus,0,8,0,22.49521193,114.1669597345,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52766331/medium.jpg
Tringa nebularia,0,8,0,22.4903835671,114.1648748412,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Tringa nebularia,0,8,0,22.5535291827,114.1773819585,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Tringa nebularia,0,8,0,22.5741767458,114.1127322051,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Pycnonotus jocosus,0,8,0,22.5891558252,114.0618873778,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Pterorhinus perspicillatus,0,8,0,22.5209632699,114.044478214,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Pterorhinus perspicillatus,0,8,0,22.5756355926,114.1249411503,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Orthotomus sutorius,0,8,0,22.5260509208,114.017725263,"Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Orthotomus sutorius,0,8,0,22.4933281153,114.0616245007,"Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Halcyon smyrnensis,0,8,0,22.5758124377,114.0053959837,"Guangdong, CN",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Gracupica nigricollis,0,8,0,22.5064758674,114.0097828822,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Gracupica nigricollis,0,8,0,22.5761465938,114.163064946,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Egretta garzetta,0,8,0,22.4812869973,114.1077260903,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Ceryle rudis,0,8,0,22.5572611986,114.1331566069,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/442581673/medium.jpeg
Ardeola bacchus,0,8,0,22.5857709479,114.0956922431,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Ardea alba,0,8,0,22.5132315766,114.1237610076,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/56653891/medium.jpg
Amaurornis phoenicurus,0,8,0,22.5595626113,114.1497493236,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/348262284/medium.jpg
Actitis hypoleucos,0,8,0,22.4771097894,114.0768529657,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/405355875/medium.jpg
Copsychus saularis,2025,8,3,22.5215789,114.0001333,"Shenzhen, CN-GD, CN",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Gracupica nigricollis,2025,8,2,22.5116872,114.0353648,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Pycnonotus jocosus,2025,8,2,22.5784821,114.1786451,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Numenius phaeopus,2025,8,3,22.5247652,114.0112311,"Shenzhen, CN-GD, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/588065881/medium.jpg
Caprimulgus affinis,0,8,0,22.5797012885,114.1657951333,,research,iNaturalist,https://static.inaturalist.org/photos/398046722/medium.jpg
Gallinula chloropus,0,8,0,22.4809474889,114.1461708437,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Gallinula chloropus,0,8,0,22.4597244584,114.1054066126,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Copsychus saularis,2025,8,29,22.4508466667,114.1556083333,"梅樹坑公園, 大埔, 新界, HK",research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Egretta garzetta,0,8,0,22.5773920446,113.8897735013,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Acridotheres cristatellus,0,8,0,22.5168353506,113.8888539044,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Spodiopsar sericeus,0,8,0,22.5179343686,113.8523013405,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/2722579/medium.jpg
Alcedo atthis,0,8,0,22.5238911786,114.0611479437,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Pterorhinus perspicillatus,0,8,0,22.5891483456,114.0197906174,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Spilopelia chinensis,0,8,0,22.4761945122,114.010075307,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/230618423/medium.jpg
Nycticorax nycticorax,2025,8,23,22.5635783333,114.1139195,"Meiyuan Road No.1 (Sungang Subway Station Entrance & Exit C1 Pedestrian 440 Meters), Shenzhen, Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/49357930/medium.jpg
Terpsiphone incei,2025,8,17,22.5816108898,114.2051661015,中国 广东省深圳市罗湖区 海博林广场广东梧桐山风景名胜区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/151403460/medium.jpg
Geokichla citrina,2025,8,17,22.5816108898,114.2051661015,中国 广东省深圳市罗湖区 海博林广场广东梧桐山风景名胜区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/84320863/medium.jpeg
Psilopogon faber,2025,8,17,22.5816108898,114.2051661015,中国 广东省深圳市罗湖区 海博林广场广东梧桐山风景名胜区,research,iNaturalist,https://static.inaturalist.org/photos/116517298/medium.jpeg
Leiothrix argentauris,2025,8,17,22.5816108898,114.2051661015,中国 广东省深圳市罗湖区 海博林广场广东梧桐山风景名胜区,research,iNaturalist,https://static.inaturalist.org/photos/362809991/medium.jpg
Machlolophus spilonotus,2025,8,17,22.5816108898,114.2051661015,中国 广东省深圳市罗湖区 海博林广场广东梧桐山风景名胜区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/517293180/medium.jpg
Sitta frontalis,2025,8,17,22.5816108898,114.2051661015,中国 广东省深圳市罗湖区 海博林广场广东梧桐山风景名胜区,research,iNaturalist,https://static.inaturalist.org/photos/213234055/medium.jpg
Lanius schach,2025,8,2,22.5304083333,114.0027194444,中国 广东省深圳市福田区 广东内伶仃福田国家级自然保护区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Terpsiphone incei,2022,8,20,22.4615510645,113.9946777374,天瑞徑,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/151403460/medium.jpg
Spodiopsar cineraceus,0,8,0,22.4872118385,114.0036547138,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/303411015/medium.jpg
Egretta garzetta,2025,8,8,22.4512552581,114.0473968204,"Ho Chau Rd, Yuen Long, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Ardeola bacchus,2024,8,28,22.4689169444,113.9814086111,"Lau Fau Shan (Terminus), Lau Fau Shan, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/42885489/medium.jpg
Lanius schach,0,8,0,22.5140292629,114.0351911192,中国广东省深圳市福田区,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Pycnonotus jocosus,0,8,0,22.549875,114.0028083333,"Futian District, Shenzhen, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Pycnonotus jocosus,0,8,0,22.5490777778,114.0037388889,"Futian District, Shenzhen, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Zosterops simplex,0,8,0,22.547961785,114.0035240404,"Futian District, Shenzhen, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20010236/medium.jpg
Pycnonotus jocosus,0,8,0,22.546040637,114.0071249879,"Futian District, Shenzhen, Guangdong Province, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/291201941/medium.jpg
Egretta garzetta,0,8,0,22.58233697,114.17792953,"Shenzhen, Guangdong, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Milvus migrans,0,8,0,22.58233697,114.17792953,"Shenzhen, Guangdong, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Milvus migrans,0,8,0,22.581286903,114.177189237,"Shenzhen, Guangdong, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Milvus migrans,0,8,0,22.581286903,114.177189237,"Shenzhen, Guangdong, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Urocissa erythroryncha,2025,8,28,22.460445,114.0066527833,"Tin Lung Rd, Tin Shui Wai, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/64874232/medium.jpg
Tringa brevipes,0,8,0,22.512756094,113.9512245712,中国广东省深圳市南山区深圳人才公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/234816154/medium.jpg
Limnodromus semipalmatus,0,8,0,22.5228801888,113.8887693715,"Guangdong, CN",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/232391/medium.jpg
Tringa totanus,0,8,0,22.51948,113.9574,中国广东省深圳市南山区小沙山,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52766331/medium.jpg
Tringa nebularia,0,8,0,22.458943937,114.0334767371,"Yuen Long, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/52660452/medium.jpg
Halcyon smyrnensis,0,8,0,22.45899847,114.0334847837,"Yuen Long, Hong Kong",research,iNaturalist,https://static.inaturalist.org/photos/294107276/medium.jpeg
Alcedo atthis,0,8,0,22.4590508292,114.0334968536,"Yuen Long, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/61266631/medium.jpg
Gorsachius melanolophus,0,8,0,22.5199148822,114.2217206952,香港船灣,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/60995427/medium.jpeg
Sterna sumatrana,0,8,0,22.470255,114.3586966667,Hong Kong,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/468597379/medium.jpeg
Pterorhinus perspicillatus,2025,8,16,22.4708361111,114.0059277778,香港天水圍濕地探索中心,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/555195/medium.jpg
Milvus migrans,0,8,0,22.4707352,114.2211043,香港汀角,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Pycnonotus sinensis,0,8,0,22.4707352,114.2211043,香港汀角,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/59227685/medium.jpeg
Egretta garzetta,0,8,0,22.4707352,114.2211043,香港汀角,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Lanius schach,0,8,0,22.4700585,114.0065831,"Hong Kong Wetland Park, Wetland Park Rd, Tin Shui Wai, Hong Kong",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/349298427/medium.jpeg
Zosterops simplex,2025,8,19,22.476007184,114.1818604688,"Pat Sin Leng, New Territories, HK",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/20010236/medium.jpg
Orthotomus sutorius,2025,8,19,22.4779445393,114.1829042925,"Pat Sin Leng, New Territories, HK",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Milvus migrans,0,8,0,22.57121505,114.16397523,"Shenzhen, Guangdong, China",research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/158802479/medium.jpg
Gallinula chloropus,0,8,0,22.5838392306,114.1253008482,,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/171773229/medium.jpg
Orthotomus sutorius,2025,8,24,22.5988185951,114.2079820856,"Luohu District, Shenzhen, Guangdong Province, Китай",research,iNaturalist,https://static.inaturalist.org/photos/271256208/medium.jpg
Nycticorax nycticorax,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/49357930/medium.jpg
Copsychus saularis,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://static.inaturalist.org/photos/62295683/medium.jpg
Nycticorax nycticorax,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/49357930/medium.jpg
Egretta garzetta,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Egretta garzetta,0,8,0,22.5428599,114.05956,中国广东省深圳市,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/205293169/medium.jpg
Gracupica nigricollis,0,8,0,22.5071105,113.9529031,中国深圳市南山区深圳湾公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/146525/medium.jpg
Acridotheres cristatellus,0,8,0,22.5071105,113.9529031,中国深圳市南山区深圳湾公园,research,iNaturalist,https://inaturalist-open-data.s3.amazonaws.com/photos/454090450/medium.jpeg
Myophonus caeruleus,2025,8,8,22.5960385,113.972146,"深圳野生动物园, 深圳市, 广东省, CN",research,iNaturalist,https://static.inaturalist.org/photos/62107533/medium.jpg
